Titulo;Anio;Sinopsis;Link_Imagen;Generos;Puntuacion_IMDb;Temporadas;Capitulos
La mujer del viajero en el tiempo;2022 - 2022;Clare y Henry forman una pareja aparentemente normal, se quieren e intentan ser felices. Sin embargo, Henry padece una extraña enfermedad que le impulsa a viajar en el tiempo, que le permitió conocer a Clare cuando aún era una niña y que lo condena a enfrentarse a su incierto, y acaso trágico, futuro.;https://image.tmdb.org/t/p/original/ng7ERYMIaOoUZdWxLjQARFCirJ3.jpg;Sci-Fi & Fantasy, Drama;7.595;1;6
The Trial;2023 - 2025;;https://image.tmdb.org/t/p/original/3IuvPJWRLDsqPjWZu02BLGG38tw.jpg;Drama, Crimen, Misterio;6.8;2;14
Los Tudor;2007 - 2010;Lujuria, ambición, odio, intriga y traición se unen en esta producción  que recorre los primeros años de reinado de Enrique VIII.  El monarca de 'Los Tudor' es joven, atractivo, poderoso,  seductor y mucho más complejo y fascinante que la tradicional imagen del  orondo soberano de barba roja. Con un apetito voraz por las mujeres y  la diversión y un ansia de poder desmedido, el joven rey deja la  política en manos de sus consejeros, mientras él recorre las camas  femeninas de la Corte y va de caza, representa obras de teatro o juega  al tenis con sus amigos. Nada ni nadie puede oponerse a sus propios  deseos.;https://image.tmdb.org/t/p/original/529vu08J3b4wwzMxJbSzvtPi9kO.jpg;Drama, Romance;7.8;4;38
The Umbrella Academy;2019 - 2024;La muerte de su padre reúne a unos hermanos distanciados y con extraordinarios poderes que descubren secretos familiares impactantes y una amenaza que se cierne sobre la humanidad.;https://image.tmdb.org/t/p/original/5rhtcR1xl1tSmH3FcMH3IJ8gNGC.jpg;Action & Adventure, Sci-Fi & Fantasy, Drama;8.5;4;36
The Undoing;2020 - 2020;Grace Fraser es una terapeuta exitosa con un esposo devoto y un hijo adolescente que asiste a una escuela privada de élite en la ciudad de Nueva York. Una muerte violenta relacionada con su escuela desencadena un abismo en su vida, con su marido desaparecido y una cadena de terribles revelaciones que podrán en duda a un hombre que Grace creía conocer.;https://image.tmdb.org/t/p/original/mZk4RXjXLJxRAoQR8mfNDYtv7u1.jpg;Drama, Crimen, Misterio;7.353;1;6
Crónicas vampíricas;2009 - 2017;"""Crónicas Vampíricas"" cuenta la historia de dos hermanos vampiros obsesionados con la misma chica en un pequeño pueblo, donde seres sobrenaturales viven en secreto entre sus residentes.";https://image.tmdb.org/t/p/original/rKNnzmOA1REgxODY5wVe5UEr70w.jpg;Drama, Sci-Fi & Fantasy;8.3;8;171
The Veil: red de mentiras;2024 - 2024;Un thriller de espías internacionales que narra la peculiar y peligrosa relación entre dos mujeres que juegan al letal juego de verdades y mentiras en el trayecto desde Estambul hasta París y Londres. Entre las sombras, la CIA y la DGSE colaboran para impedir un potencial desastre.;https://image.tmdb.org/t/p/original/4xM5IfXpzRnlKGvr2UYac3JmdSM.jpg;Drama, Crimen;6.5;1;6
The Walking Dead;2010 - 2022;El oficial Rick Grimes se despierta del coma para descubrir que el mundo está en ruinas y debe guiar a un grupo de sobrevivientes para permanecer con vida.;https://image.tmdb.org/t/p/original/hUblG1KZCTRpHc3wqqoU0DW98Q3.jpg;Action & Adventure, Drama, Sci-Fi & Fantasy;8.085;11;177
The Walking Dead: Daryl Dixon;2023 - 2025;Daryl (Reedus) desembarca en Francia y trata de averiguar cómo ha llegado hasta allí y por qué. La serie sigue su viaje a través de una Francia rota pero resiliente mientras espera encontrar el camino de vuelta a casa. Sin embargo, a medida que avanza en su viaje, las conexiones que establece por el camino complican su plan final.;https://image.tmdb.org/t/p/original/1e6y2MiGL7KCTJfpqa3cNHLDpF3.jpg;Sci-Fi & Fantasy, Action & Adventure, Drama;8.03;3;19
The Walking Dead: Dead City;2023 - 2025;"""Dead City"" amplía la narración de ""The Walking Dead"" en torno a dos personajes inolvidables que los fanáticos han llegado a amar, odiar y luego amar en Maggie y Negan. También explora un rincón de este universo ubicado en la isla de Manhattan, con un horizonte icónico que adquiere un significado muy diferente cuando se ve a través de la lente de un apocalipsis zombie.";https://image.tmdb.org/t/p/original/wq3vuQzQgbS83zX3malAFWMsSwX.jpg;Action & Adventure, Drama, Sci-Fi & Fantasy;7.918;3;15
The Walking Dead: The Ones Who Live;2024 - 2024;La historia de amor de Rick Grimes y Michonne cambia gracias a un mundo cambiado. Separados por la distancia. Por un poder imparable. ¿Podrán encontrarse y descubrir quiénes eran en una situación diferente a cualquier otra que hayan conocido?;https://image.tmdb.org/t/p/original/ywbacot78IuNhGW4uVZPxxxVTkm.jpg;Sci-Fi & Fantasy, Drama;8.016;1;6
La guardia;2021 - 2021;Ambientada en la ciudad ficticia de Ankh-Morpork, donde el crimen ha sido legalizado, la historia sigue a un grupo de policías inadaptados que se rebelan después de décadas de impotencia para salvar de la catástrofe a su corrupta ciudad.;https://image.tmdb.org/t/p/original/8ZNamnEnExlzyEcbpg0tBviNEDc.jpg;Sci-Fi & Fantasy, Action & Adventure;5.4;1;8
Te estoy vigilando;2023 - 2023;Elena Santos, una mujer joven con un pasado complicado, se abre camino para trabajar como niñera interna para una familia acomodada en Manhattan. Rápidamente se entera de que todos en el misterioso edificio tienen secretos mortales y motivos ocultos. Sin embargo, lo que no saben es que Elena tiene sus propios secretos impactantes.;https://image.tmdb.org/t/p/original/6cJRF6AkOeBbveBQwproNRU0LGD.jpg;Misterio, Drama;6.63;1;10
El ala oeste de la Casa Blanca;1999 - 2006;El presidente demócrata Josiah Bartlet lidera una de las naciones más poderosas del mundo con la devoción y la convicción de creer fervientemente en que lo que hace es lo mejor para su país. La serie se desarrolla, fundamentalmente, en los pasillos, despachos y salas de la Casa Blanca, mostrándonos los entresijos del febril trabajo que allí tiene lugar y los problemas diarios a los que se han de enfrentar. Es en esta atmósfera de conflicto donde el equipo de la Casa Blanca va a tener que esforzarse hasta límites insospechados para seguir defendiendo su credibilidad de cara a las reelecciones y a los Estados Unidos de amenazas externas.;https://image.tmdb.org/t/p/original/l9Nu2p9kg9xdEqxvrMpv483EFoH.jpg;Drama;8.3;7;154
La rueda del tiempo;2021 - 2025;Ambientada en un mundo de fantasía donde la magia existe, pero solo unos pocos pueden acceder a ella, una mujer llamada Moiraine conoce a cinco hombres y mujeres jóvenes. Esto inicia un viaje peligroso por todo el mundo.;https://image.tmdb.org/t/p/original/2KsxHDAiBABc2v99DGmXiVy4RoG.jpg;Sci-Fi & Fantasy, Drama;7.6;3;24
The White Lotus;2021 - 2025;Ingeniosa sátira social que sigue las andanzas de diferentes empleados y huéspedes de un exclusivo resort a lo largo de una semana de lo más transformativa.;https://image.tmdb.org/t/p/original/gbSaK9v1CbcYH1ISgbM7XObD2dW.jpg;Comedia, Drama, Misterio;7.6;3;21
Bajo escucha;2002 - 2008;David Simon, creador y coguionista de la miniserie de HBO tres veces ganadora del premio Emmy The Corner, este sencillo y extremadamente realista drama sigue una caótica y controvertida investigación de drogas y asesinatos en Baltimore que conllevará peligrosos pinchazos telefónicos y continua vigilancia. Mostrando ambas perspectivas, de la policía y de sus criminales, la serie captura un universo donde distinguir entre el bien y el mal, el delito y la condena, es siempre desafío.;https://image.tmdb.org/t/p/original/v5m7os416ER2a9dTE0M017KqRmZ.jpg;Crimen, Drama;8.6;5;60
The Witcher;2019 - 2025;Geralt, un brujo que se dedica a cazar monstruos genéticamente modificados, busca su lugar en un mundo donde a menudo los humanos demuestran ser peores que las bestias.;https://image.tmdb.org/t/p/original/gvn0m0LCIslrURjSo7UG5Rx6mV2.jpg;Drama, Action & Adventure;7.918;4;32
La mujer de la casa de enfrente de la chica en la ventana;2022 - 2022;Para Anna, todos los días son iguales. Se sienta con su vino, mirando por la ventana, viendo pasar la vida sin ella. Pero cuando un guapo vecino se muda al otro lado de la calle, Anna comienza a ver una luz al final del túnel. Eso es hasta que sea testigo de un espantoso asesinato... ¿O fue ella?;https://image.tmdb.org/t/p/original/19nJFPGqbdVMU60KPbuS5yDGd91.jpg;Misterio, Crimen, Comedia;6.532;1;8
Expediente X;1993 - 2018;"Expediente X es una serie de televisión estadounidense de ciencia ficción y misterio, que emitió la cadena FOX y fue creada por Chris Carter, centrada en los casos que investigan dos agentes del FBI, clasificados como ""Expedientes X"": fenómenos paranormales, avistamiento de ovnis, criaturas extrañas, etc.  La serie ha sido uno de los mayores éxitos de la cadena FOX. Sus personajes y frases se han convertido en iconos de la cultura popular al explotar e inspirar una gran cantidad de teorías sobre conspiraciones y existencia de vida extraterrestre.";https://image.tmdb.org/t/p/original/73FcOklRmfmf76WflkeVTO1MAwJ.jpg;Misterio, Sci-Fi & Fantasy, Crimen;8.373;11;218
Ellos;2021 - 2024;Una pareja de raza negra decide mudar a su familia a un vecindario blanco de Los Ángeles. La casa de la familia en una calle arbolada y aparentemente idílica se convierte en la zona cero donde fuerzas malévolas amenazan con burlarse de ellos, devastarlos y destruirlos.;https://image.tmdb.org/t/p/original/uLEP4qRckK9HDyqGQ5ZNYfKFUsi.jpg;Drama, Misterio, Crimen;7.58;2;18
Los que van a morir te saludan;2024 - 2024;Roma, 79 a. C. El pueblo, aburrido, inquieto y cada vez más violento, se ve contenido por dos cosas: comida gratis y espectáculos para su entretenimiento. Cuando las masas empiezan a hastiarse y a pedir sangre, se erige un estadio diseñado para celebrar combates de gladiadores: el coliseo. Bajo él trabajan y viven miles de personas, y entre ellas se cuentan millares que morirán por los juegos.;https://image.tmdb.org/t/p/original/xkCZ5JapJwM253zfxudxiXmWh4y.jpg;Drama;7.42;1;10
La tierra de las mareas;2018 - 2018;Cal McTeer (Charlotte Best) es una joven que, tras pasar diez años en un reformatorio, regresa a su casa en Orphelin Bay, un pequeño pueblo pesquero. Cuando el cuerpo de un pescador local aparece en la costa, se descubre la relación clandestina del pueblo con el contrabando de drogas. Cal debe descubrir los secretos que guarda la ciudad mientras investiga a un peligroso grupo de marginados, mitad humanos, mitad sirenas, que viven en un rincón escondido de la bahía protegidos por la misteriosa y atractiva Adrielle Cuthbert (Elsa Pataky), la líder del grupo, que hará cualquier cosa para proteger a su gente.;https://image.tmdb.org/t/p/original/w5SAiuU1KjcPfoEfT9GUT1UPqg.jpg;Drama, Crimen, Sci-Fi & Fantasy;6.609;1;8
Tierra incógnita;2022 - 2023;Eric regresa a Cabo Qwert para resolver el misterio de la desaparición de sus padres. Al volver a este pueblo, se encontrará con amigos y enemigos y tendrá que desvelar los misterios del parque de atracciones de terror que hay en el pueblo.;https://image.tmdb.org/t/p/original/uoh4y6Tn37OJAJ7BciwamA8Jdif.jpg;Misterio, Sci-Fi & Fantasy, Familia;7.2;2;16
Los héroes del tiempo;2024 - 2024;La pasión de Kevin, de once años, por la historia se verá puesta a prueba al unirse a un grupo muy diverso de ladrones que viajan en el tiempo en una arriesgada y desternillante aventura.;https://image.tmdb.org/t/p/original/htHL4Sny3rxI7flIbiNfQqgjUjA.jpg;Sci-Fi & Fantasy, Action & Adventure, Comedia;6.2;1;10
Delicadas y crueles;2020 - 2020;Cuando un ataque destrona a la alumna estrella de una elitista escuela de ballet, su sustituta entra en un mundo de mentiras, traición y competencia salvaje.;https://image.tmdb.org/t/p/original/hvmOpnLYIYbTWdlV3RuE9iKlIOa.jpg;Drama, Misterio;7.271;1;10
Titanes;2018 - 2023;Después de lanzarse a actuar por su cuenta, el excompañero de Batman se encuentra con una serie de jóvenes héroes con problemas que necesitan desesperadamente un mentor.;https://image.tmdb.org/t/p/original/t1wuU7nUxyAFpCep4epXIGP8dtJ.jpg;Drama, Action & Adventure, Sci-Fi & Fantasy;7.867;4;49
Todas las veces que nos enamoramos;2023 - 2023;Desde que se conocieron, Irene y Julio se enamoraron, se separaron y luego volvieron a intentarlo. ¿Algún día encontrarán su final feliz?  Septiembre de 2003. Irene llega a Madrid con ganas de comerse el mundo y de convertirse en directora de cine. Allí conocerá a sus mejores amigos y también a Julio, que sería el protagonista perfecto para sus películas y también para su vida. Pero la vida siempre tiene otros planes. Todas las veces que nos enamoramos es una comedia romántica. Una historia luminosa y con un puntito nostálgico sobre el amor, la amistad que se forja en los años universitarios y la necesidad de encontrar tu lugar en el mundo.;https://image.tmdb.org/t/p/original/8x9n8a83vRbTDDhI7u5QHFPfyjs.jpg;Drama;6.125;1;8
Prisa Por Vivir;2023 - 2023;Sigue a Mia Polanco (Wilde), una chica de Londres de 16 años que se reincorpora al instituto tras una estancia en el hospital causada por la anorexia nerviosa. Tras salir del hospital después de una larga batalla contra la anorexia, se ve obligada a volver al mundo y enfrentarse a su vida en el colegio.;https://image.tmdb.org/t/p/original/5nZUJzMFIZeyqKM77sdwTr5HuRK.jpg;Comedia, Drama;6.954;1;8
Todos mienten;2022 - 2024;Amigas que se odian, hijos con vidas paralelas, matrimonios con forma de estafa, amantes inesperados, cuchillos japoneses que cambian de mano, crisis matrimoniales y, para complicarlo todo un poco más, un terrible asesinato. Un misterio que no será sencillo de desentrañar porque, preguntes a quien preguntes, todos mienten.;https://image.tmdb.org/t/p/original/3ZtK31ibLsgmlgFApEEImocs0Oi.jpg;Drama;5.727;2;12
Jack Ryan de Tom Clancy;2018 - 2023;Cuando el analista de la CIA, Jack Ryan, se tropieza con una serie de transferencias bancarias sospechosas, su búsqueda de respuestas lo saca de la seguridad de su escritorio y lo catapulta hacia un juego mortal del gato y el ratón por toda Europa y Oriente Medio, donde se encuentra a un terrorista que prepara un ataque masivo contra Estados Unidos y sus aliados.;https://image.tmdb.org/t/p/original/1Wz730VjE6Yee9ywb5ReXXe1GBZ.jpg;Action & Adventure, Drama;7.679;4;30
Top Boy;2019 - 2023;Tras verse obligado a huir de sus propiedades en Londres, un exmafioso regresa a casa con la intención de recuperar su trono en el mundo del crimen.;https://image.tmdb.org/t/p/original/mGZpOEaLZTRzWeQMq5SZM5BbDZg.jpg;Crimen, Drama, Action & Adventure;8.0;3;24
Toy Boy;2019 - 2021;Libre tras siete años en prisión y pendiente de un nuevo juicio, un estríper decide demostrar que fue injustamente incriminado por el asesinato del marido de su amante.;https://image.tmdb.org/t/p/original/k8Cbm0U9IVvdRsT34EdrDRn3PTh.jpg;Drama, Misterio, Crimen;7.571;2;21
Tracker;2024 - 2026;Colter Shaw recorre el país en su vieja autocaravana para ayudar a la policía y a ciudadanos particulares a resolver crímenes y localizar a personas desaparecidas, hasta que su último caso lo cambia todo.;https://image.tmdb.org/t/p/original/5PXqBrCQ0FdDDtFCVhUyLDSwZYF.jpg;Drama, Crimen;7.544;3;55
Transplant;2020 - 2024;El Dr. Bashir Hamed, un médico sirio con habilidades probadas en batalla en medicina de emergencia, toma la difícil decisión de huir de su país y construir una nueva vida en Canadá con su hermana menor, Amira. Bash trabaja para navegar en un nuevo entorno después de obtener una codiciada residencia en el Departamento de Emergencias de uno de los mejores hospitales de Toronto, York Memorial.;https://image.tmdb.org/t/p/original/ukvqJZI0XctnLst0CTE2r0AC2eu.jpg;Drama;7.5;4;49
