Titulo_original;Titulo_encontrado;Fuente;Anio;Sinopsis;Poster_URL;Generos;Puntuacion;Duracion_min;URL_Externa
Law Abiding Citizen [2009][1080p][4.2 Gb];Un ciudadano ejemplar;TMDB;2009;Clyde Shelton es un ciudadano normal que lo ha perdido todo. Diez años antes su mujer y su hija fueron brutalmente asesinadas y los criminales nunca fueron condenados. El culpable es Nick Rice, el ambicioso ayudante del fiscal del distrito, porque hizo un pacto con el abogado de uno de ellos. Pero Clyde descubre ese acuerdo, y su deseo de venganza lo lleva a cometer una serie de asesinatos;https://image.tmdb.org/t/p/original/iaY5L2gY60La8ImK7ll7QBXXk26.jpg;Drama, Crimen, Suspense;7.393;109;https://www.themoviedb.org/movie/22803
Lawrence of Arabia [1962][1080p][5.41 Gb];Lawrence de Arabia;TMDB;1962;Biografía de T.E. Lawrence. El Cairo, 1917. Un conflictivo y enigmático oficial británico es enviado al desierto árabe durante la Gran Guerra en la campaña de ayuda a Arabia contra Turquía. En el desierto, se hace amigo de Sherif Ali Ben El Kharish y pone todo su empeño en la ayuda a los árabes. Éstos creen que Lawrence es otro amante del desierto que ayuda porque cree que Arabia es débil, mientras que sus superiores británicos creen que se ha vuelto loco. Cuando los planes de Lawrence consiguen llevarse a cabo con éxito, comienza a ganarse enemigos.;https://image.tmdb.org/t/p/original/UmgjvObk7ugIDLLcwJsqNF1TIC.jpg;Aventura, Historia, Bélica;8.0;228;https://www.themoviedb.org/movie/947
Le Mans [1971][1080p][1.79 Gb];Las 24 horas de Le Mans;TMDB;1971;Cuarenta y cinco estrellas internacionales de la competición automovilística se unen a Steve McQueen en esta emocionante e impresionante recreación de la carrera de coches más dura del mundo: Le Mans. Un piloto americano vuelve a Francia para participar tras un año alejado por una herida, enamorándose de la viuda de otro piloto que murió en el mismo accidente. Rodada en escenarios naturales de Francia, su fascinante fotografía ofrece un aspecto deslumbrante de los coches más extraordinarios del mundo y de las increíbles personalidades de la gente que se ve atraída por el círculo automovilístico. Steve McQueen, auténtico campeón de las carreras, condujo él mismo en el angustioso circuito de Le Mans y en ocasiones a velocidades que superaban los 300 kilómetros por hora.;https://image.tmdb.org/t/p/original/3NkMJMTd9siWesEYI2HTnPt8M6M.jpg;Acción, Drama;6.8;104;https://www.themoviedb.org/movie/5920
Le Pupille [2022][1080p][440 Mb];Le pupille;TMDB;2022;"Una fábula graciosa sobre la mayoría de edad que termina con una moraleja descarada: ¿y si las presuntas ""chicas malas"" fueran las mejores?";https://image.tmdb.org/t/p/original/csEqVY29jmu7UmLedPhXSw1Zrsk.jpg;Familia, Comedia;7.149;39;https://www.themoviedb.org/movie/974586
Le Samouraï [1967][1080p][4.11 Gb];El silencio de un hombre;TMDB;1967;La historia de un hermético y frío asesino a sueldo, interpretado por Alain Delon, es una de las obras más notables del cine negro francés.;https://image.tmdb.org/t/p/original/rjA2UW47qTIeuL6aNHTbUu6yTP6.jpg;Crimen, Suspense, Drama;7.8;105;https://www.themoviedb.org/movie/5511
Leap Year [2010][1080p][10 Gb];Tenías que ser tú;TMDB;2010;Una joven enamorada va a Dublín para pedirle a su novio que se case con ella. Lo hará siguiendo una tradición irlandesa, según la cual solo un día cada cuatro años -el 29 de febrero- una mujer puede proponer matrimonio a su novio con la certeza de que no será rechazada. Sin embargo, durante el viaje, una circunstancia imprevista la obligará a pedir ayuda a un rudo mesonero irlandés con el que tendrá que caminar campo a través si quiere llegar a tiempo para hacer su propuesta de matrimonio.;https://image.tmdb.org/t/p/original/2L08IJ71wZf1CKcQAKHJVayzFVL.jpg;Romance, Comedia;6.897;100;https://www.themoviedb.org/movie/25195
Leave the World Behind [2023][1080p][3.39 Gb];Dejar el mundo atrás;TMDB;2023;Las vacaciones de una familia en una casa de lujo dan un giro inquietante cuando un ciberataque anula sus dispositivos... y dos desconocidos llaman a la puerta.;https://image.tmdb.org/t/p/original/7NJGZ0GP7S8uXCW2reguAOTwBB8.jpg;Drama, Misterio, Suspense;6.378;138;https://www.themoviedb.org/movie/726209
Leaving Las Vegas [1995][1080p][2.23 Gb];Leaving Las Vegas;TMDB;1995;Ben es un alcohólico cuya vida se está yendo al traste. Decide irse a Las Vegas, la ciudad donde los bares nunca cierran, para beber hasta morir. Allí conoce a Sera, una prostituta. Se aceptan, se enamoran, se separan y se reencuentran. Una maravillosa historia sobre dos personas que aprenden a aceptarse el uno al otro, sobre cómo en medio de la oscuridad puede surgir una pequeña llama de esperanza en sus vidas.;https://image.tmdb.org/t/p/original/pzp3EwKATK7Xl8K14L85daSt60M.jpg;Drama, Romance;7.3;112;https://www.themoviedb.org/movie/451
Leaving Neverland [2019][1080P][1.32 Gb];Leaving Neverland: ProSieben Spezial;TMDB;2019;;https://image.tmdb.org/t/p/original/m2hcHxs2v6Zb9KCIc69n7okI8TG.jpg;Documental;5.507;122;https://www.themoviedb.org/movie/594404
Lee [2023][1080p][2.5 Gb];Lee Miller;TMDB;2024;La historia de la fotógrafa Elizabeth 'Lee' Miller, una modelo que se convirtió en una aclamada corresponsal de guerra de la revista Vogue durante la Segunda Guerra Mundial.;https://image.tmdb.org/t/p/original/kc6vCBHH81zlmYZ4h14U0cx4sux.jpg;Historia, Drama, Bélica;6.969;117;https://www.themoviedb.org/movie/832964
Left Behind [2014][1080p][1.63 Gb];Desaparecidos sin rastro;TMDB;2014;En un abrir y cerrar de ojos, un rapto bíblico azota el mundo. Millones de personas desaparecen sin dejar rastro. Todo lo que queda es su ropa y sus pertenencias, y en un instante, el terror y el caos invade a la humanidad.;https://image.tmdb.org/t/p/original/d2OrXUnS5K2haCvtGLHxYjuSlDJ.jpg;Suspense, Acción, Ciencia ficción;4.293;104;https://www.themoviedb.org/movie/218043
Legally Blonde [2001][1080p][3.3 Gb];Una rubia muy legal;TMDB;2001;Elle Woods es una rubia auténtica, además de muy popular, buena estudiante, presidenta de su hermandad y Miss Junio en el calendario de la Universidad. Ha disfrutado de una vida maravillosa y está enamorada de Warner Huntington III. Pero todo se derrumba cuando su novio decide romper con ella debido a que es demasiado rubia y no lo suficientemente formal para su futura carrera en el mundo de la política. Decidida a salir adelante, Elle se matricula en la Facultad de Derecho de la Universidad de Harvard, asumiendo un reto aún mayor de lo que esperaba.;https://image.tmdb.org/t/p/original/niib9aVXTSKt8YOr9sHaMGkpJHZ.jpg;Comedia;6.814;96;https://www.themoviedb.org/movie/8835
Legally Blonde 2 [2003][1080p][3.2 Gb];Una rubia muy legal 2;TMDB;2003;Elle Woods está de vuelta como la enérgica, optimista y megapija joven abogada de la facultad de Harvard. En esta ocasión, Elle irá a Washington a defender los derechos de los animales.;https://image.tmdb.org/t/p/original/8JcIhADz1hUqsifza7OdaKwzRRp.jpg;Comedia, Romance;5.721;95;https://www.themoviedb.org/movie/10327
Legend [2015][1080p][4.7 Gb];Legend;TMDB;2015;La historia de dos hermanos gemelos gangsters, Reggie y Ronnie Kray, dos de los criminales más famosos en la historia de Londres y el imperio del crimen organizado que crearon en los años 60.;https://image.tmdb.org/t/p/original/grolIiQjCFeXCTUGe5vWx85uyw0.jpg;Crimen, Suspense;7.054;127;https://www.themoviedb.org/movie/276907
Legends of the Fall [1994][1080p][5.90 Gb];Leyendas de pasión;TMDB;1994;William Ludlow es un coronel separado de su mujer que vive con sus tres hijos en un gran rancho de Montana, en las colinas de las Montañas Rocosas. La Primera Guerra Mundial y una bella mujer cambiarán el destino de cada uno de ellos para siempre. Sus hijos son el indómito Tristan, el sensato Alfred y el menor Samuel, que acaba de traer al rancho a su bella prometida, Susannah.;https://image.tmdb.org/t/p/original/fZjjcVq8YTOUSN6PYTIS009FsmW.jpg;Drama, Western, Romance, Bélica;7.4;133;https://www.themoviedb.org/movie/4476
Legion [2010][1080p][2.7 Gb];Legión;TMDB;2010;Dios ha perdido la fe en el ser humano, así que ha decidido enviar a su legión de ángeles a la Tierra para exterminar a la raza humana por segunda vez en la Historia. La única esperanza para salvar a la humanidad recae sobre un grupo de rebeldes escondidos en mitad del desierto, que recibirán la ayuda del mismísimo arcángel Miguel.;https://image.tmdb.org/t/p/original/39vqW5mUZtX0artpqeY4CoIJ4sl.jpg;Acción, Fantasía, Terror;5.902;100;https://www.themoviedb.org/movie/22894
Legionnaire [1998][1080p][3 33 Gb];Soldado de fortuna;TMDB;1998;Marsella, años 20. Un boxeador ha desafiado a la mafia al intentar rescatar a su amante de las manos de un gángster. Para eludir el peligro, se alista en la legión francesa y lo trasladan a Marruecos. Allí participará en una peligrosa misión, en el corazón del desierto, a las órdenes de un tiránico oficial.;https://image.tmdb.org/t/p/original/vMNSGvi41FkE4uOIEopTpaSsy0E.jpg;Acción, Bélica, Aventura, Historia;5.84;98;https://www.themoviedb.org/movie/3513
Lemony Snicket’s A Series Of Unfortunate Events [2004][1080p][2.73 Gb];Una serie de catastróficas desdichas de Lemony Snicket;TMDB;2004;Lemony Snicket cuenta la historia de los Bauedelaire, tres jóvenes huérfanos, Violet, Klaus y Sunny, quienes mientras buscan un nuevo hogar son tomados por un grupo de raros parientes y otra gente, incluyendo Lemony Snicket, quien narra la historia, y comenzando con el astuto y cobarde Conde Olaf que desea arrebatarles la herencia. Violet es la mayor, con 14 años y es la más valiente de los tres. El niño del medio, es el único varón, de 12 años, que es sumamente inteligente y obsesionado con las palabras, y Sunny, la más pequeña, habla un lenguaje que solo sus hermanos pueden entender y tiene tendencia a morder.;https://image.tmdb.org/t/p/original/b8mT42o3MXAuvRdElJZaqY6eUiZ.jpg;Aventura, Comedia, Familia;6.823;108;https://www.themoviedb.org/movie/11774
Léon [1994][1080p][5.13 Gb];El profesional (Léon);TMDB;1994;Stan es un corrupto agente de la DEA cuya codicia le lleva a cometer asesinatos en las calles de Nueva York. El mortal juego del gato y el ratón empieza cuando se cruza en su camino un solitario hombre, llamado León. León es asesino a sueldo, un personaje indestructible e indocumentado, que sólo bebe leche y se ocupa de sus plantas. En medio se encuentra una huerfanita de 12 años, que no puede olvidar al hombre que asesinó a su familia.;https://image.tmdb.org/t/p/original/9Ztxqq9mAeGiXDkyqXJPaACUcbd.jpg;Crimen, Drama, Acción;8.294;110;https://www.themoviedb.org/movie/101
Les Rivières Pourpres 2 – Les anges de l’apocalypse [2004][1080p][3.83 Gb];Los ríos de color púrpura 2: Los ángeles del apocalipsis;TMDB;2004;"Para Niemans (Jean Reno) el caso del hombre emparedado en un monasterio de Lorena no es un caso cualquiera, razón por la cual trata de buscar una explicación tanto del rito como de las marcas esotéricas que aparecen alrededor del cadáver. Al mismo tiempo, en la zona se multiplican los asesinatos; los responsabels son unos extraños monjes dotados de una fuerza sobrenatural que desaparecen sin dejar rastro. Niemans empieza a entender algo cuando cae en la cuenta de que todas las víctimas tienen el mismo nombre y el mismo oficio que los apóstoles.";https://image.tmdb.org/t/p/original/boOjdZuuUQuXG4nGkhhFqjBkw2L.jpg;Acción, Suspense, Crimen;6.108;100;https://www.themoviedb.org/movie/60672
Let Him Go [2020][1080p][4.34 Gb];Uno de nosotros;TMDB;2020;Tras sufrir la pérdida de su hijo, el sheriff jubilado George Blackledge y su mujer Margaret dejan su rancho en Montana para tratar de rescatar a su nieto en Dakota. El niño está bajo la tutela de la poderosa familia Weboy, pues la nuera se ha vuelto a casar con otro hombre. La matriarca Blanche Weboy, tras descubrir las intenciones de los Blackledge, decide hacer todo lo posible para impedir que el niño regrese con sus abuelos.;https://image.tmdb.org/t/p/original/rMAeMVNJTlNG06zuKDe5KqArPhu.jpg;Suspense, Crimen, Western;6.841;114;https://www.themoviedb.org/movie/596161
Let’s Be Cops [2014][1080p][1.54 Gb];Vamos de polis;TMDB;2014;Podría parecer que esta es la última película sobre las aventuras de dos compañeros policía, pero hay un problema, ninguno de los dos lo es. Cuando los dos amigos se disfrazan de agentes de la ley para una fiesta de disfraces se convierten en la sensación del barrio. Al ver el inmenso poder que les ofrecen estos uniformes los dos compañeros deciden aprovecharse al máximo de esta nueva situación de autoridad. Pero cuando estos dos héroes de nuevo cuño se ven enredados en una trama mafiosa de la vida real deberán decidir si poner sus placas falsas en acción o faltar a su deber como falsos policías.;https://image.tmdb.org/t/p/original/odXbs2TWzZG9gv2h9Xsi9OPQOoD.jpg;Comedia;6.464;104;https://www.themoviedb.org/movie/193893
Lethal Weapon [1987][1080p][4.6 Gb];Arma letal;TMDB;1987;Antiguos soldados de la guerra del Vietnam han creado una poderosa red de tráfico de droga. Dos policias reciben el encargo de esclarecer un asesinato en el que esa peligrosa organización se halla implicada.;https://image.tmdb.org/t/p/original/bOmKVohi6yjxBnoP7XvX6tpXR56.jpg;Acción, Suspense, Crimen;7.298;110;https://www.themoviedb.org/movie/941
Lethal Weapon 2 [1989][1080P][4.3 Gb];Arma letal 2;TMDB;1989;Una pareja de policías tiene como misión proteger a un individuo que va a testificar en contra de una organización de traficantes de droga. Las cosas se complican cuando uno de ellos decide iniciar la investigación por su cuenta sin comunicarlo a la comisaría.;https://image.tmdb.org/t/p/original/60lsR1XuNjmA676sXUJtmEgiY4X.jpg;Acción, Suspense, Crimen;7.042;114;https://www.themoviedb.org/movie/942
Lethal Weapon 3 [1992][1080p][4.8 Gb];Arma letal 3;TMDB;1992;Riggs y Roger son una pareja de policías de Los Ángeles que se enfrentan a un difícil caso. Armas confiscadas y a punto de ser destruidas han desaparecido de las dependencias oficiales y están llegando a los delincuentes más peligrosos de la ciudad. El responsable resulta ser Travis, antiguo teniente expulsado del cuerpo por corrupción.;https://image.tmdb.org/t/p/original/6AYVXfpC4tE7pYNpa6Zf6wKu6f2.jpg;Acción, Suspense, Crimen;6.724;118;https://www.themoviedb.org/movie/943
Lethal Weapon 4 [1998][1080p][4.7 Gb];Arma letal 4;TMDB;1998;La pareja de policías formada por Martin Riggs y Roger Murtaugh vuelve a la carga para enfrentarse a un capo de la mafia asiática que ha extendido sus actividades a Los Angeles. En la investigación les ayudará un joven policía responsable de los quebraderos de cabeza familiares de Murtaugh, ya que ha dejado embarazada a su hija. En casa de Riggs, las cosas también se complican cuando su compañera espera un hijo y amenaza con hacerle pasar por el altar.;https://image.tmdb.org/t/p/original/fXlPJpyxlbFRz0WXhQDoFdYBfXq.jpg;Acción, Crimen, Suspense;6.61;127;https://www.themoviedb.org/movie/944
Letras Prohibidas, La Leyenda Del Marques De Sade (Quills) [2000][1080p][3 7 Gb];Quills;TMDB;2000;Francia siglo XVIII. El Marqués de Sade pasa los diez últimos años de su vida en el asilo Charenton. Allí entabla amistad con el abate Coulmier, con el que comparte el afecto de Madeleine, la lavandera del asilo. Cuando Napoleón envía a un médico para que cure su presunta locura, el temperamento rebelde del marqués se agudiza todavía más. Obtuvo tres nominaciones a los Oscar, incluyendo el de mejor actor (Geoffrey Rush).;https://image.tmdb.org/t/p/original/hFj5IMooJrvO14CfxvB2seNvplT.jpg;Drama;7.123;120;https://www.themoviedb.org/movie/10876
