Titulo_original;Titulo_encontrado;Fuente;Anio;Sinopsis;Poster_URL;Generos;Puntuacion;Duracion_min;URL_Externa
L.A. Confidential [1997][1080p][5 Gb];L.A. Confidential;TMDB;1997;"Los Ángeles, años 50. El departamento de policía vive tiempos agitados en una ciudad revuelta y sacudida continuamente por escándalos que destapa la prensa sensacionalista, y donde todo el mundo busca la fama, drogas, alcohol, sexo o dinero. Dos agentes de caracteres opuestos, en cambio, guian sus acciones por nobles sentimientos: Bud White (Russell Crowe) se mete en todo tipo de líos pero no soporta que maltraten a una mujer. Mientras, Ed Exley (Guy Pearce) es un novato que quiere ""limpiar"" el cuerpo de policía de la corrupción imparable que invade todo el escalafón policial, aunque le cueste el desprecio de sus compañeros. Cada uno tiene sus tareas y sus problemas, hasta que una noche aparecen muertos varios agentes en un local nocturno.";https://image.tmdb.org/t/p/original/3xQXLqCXMTizZ7ibSERqaBKvPhY.jpg;Crimen, Misterio, Suspense;7.802;138;https://www.themoviedb.org/movie/2118
La Abuela [2022][1080p][2 Gb];La abuela;TMDB;2022;Susana deja su vida en París, donde trabaja como modelo, y regresa a Madrid para cuidar de su abuela Pilar.;https://image.tmdb.org/t/p/original/5jZeTJ03kOjOezATP0tY1FFQHGb.jpg;Drama, Terror;5.877;101;https://www.themoviedb.org/movie/661791
La Belle et la Bete [2014][1080p][4.3 Gb];La bella y la bestia;TMDB;2014;Manteniendo la historia de belleza, ilusión y amor, esta interpretación moderna apora dinamismo y acción a la trama, sorprendiendo con una ambientación y un universo visual diferente. Una experimentación de estilo sobre la superficialidad y la ilusión con una lectura diferente de la fábula mundialmente conocida. La mágia sigue presente en este enfoque más adulto, reflexivo e impactante, adornando el ambiente de ensueño que la caracteriza.;https://image.tmdb.org/t/p/original/1fXcLDsxdJaqWn1fBZYX1IzeZFE.jpg;Fantasía, Romance;6.235;112;https://www.themoviedb.org/movie/197796
La Boda de mi Mejor Amigo [2019][720p][1.01 Gb];La boda de mi mejor amigo;TMDB;2019;Julia (Ana Serradilla) es una renombrada crítica gastronómica con miedo al compromiso. A pesar de eso, su mejor amigo Manuel (Carlos Ferro) y ella se habían prometido que si para cuando cumplieran 35 años seguían solteros, se casarían entre ellos. Una tarde, Julia recibe una llamada de Manuel en la que le dice que dentro de cuatro días va a casarse con alguien más. Confiada en que ella es la única mujer para Manuel, Julia intentará detener la boda a toda costa.  Remake de la comedia norteamericana de 1997 protagonizada por Julia Roberts y Cameron Díaz.;https://image.tmdb.org/t/p/original/waiJHHLu3nYllYFGKsq47SXGGSS.jpg;Comedia, Romance;7.0;109;https://www.themoviedb.org/movie/555801
La Cara Oculta [2011][720p][1 Gb];La cara oculta;TMDB;2011;La cara oculta explora los límites del amor, los celos y la traición. Adrián (Quim Gutiérrez) el atractivo director de la Orquesta Filarmónica de Bogotá, y su novia Belén (Clara Lago) parecen estar muy enamorados, pero cuando Belén empieza a dudar de su fidelidad, desaparece sin dejar rastro.  Afligido, Adrián encuentra consuelo tanto en su música como en los brazos de una hermosa camarera, Fabiana (Martina García), y a medida que la pasión entre ellos crece, las preguntas sobre la misteriosa desaparición de Belén comienzan a aflorar y el pasado de Adrián estará más presente de lo que nunca pudieron imaginar.;https://image.tmdb.org/t/p/original/3a3mID4rsAbUP8IldftghZOd3bS.jpg;Suspense, Misterio;7.3;92;https://www.themoviedb.org/movie/80184
La Casa del Fin de los Tiempos [2013][1080p][2.1 Gb];La casa del fin de los tiempos;TMDB;2013;La casa del fin de los tiempos es el primer thriller de suspenso y terror venezolano. Narra la historia de Dulce, Ruddy Rodríguez, una madre de familia que tiene encuentros con Apariciones dentro de su vieja casa, lugar donde debe descifrar un misterio que podría desencadenar una profecía: la muerte de su familia.;https://image.tmdb.org/t/p/original/weNI3TFmC2JGYwEX4YKvYIKbGme.jpg;Terror, Drama, Fantasía;6.799;100;https://www.themoviedb.org/movie/207686
La Casa del Fin de los Tiempos [2013][1080p][2.12 Gb];La casa del fin de los tiempos;TMDB;2013;La casa del fin de los tiempos es el primer thriller de suspenso y terror venezolano. Narra la historia de Dulce, Ruddy Rodríguez, una madre de familia que tiene encuentros con Apariciones dentro de su vieja casa, lugar donde debe descifrar un misterio que podría desencadenar una profecía: la muerte de su familia.;https://image.tmdb.org/t/p/original/weNI3TFmC2JGYwEX4YKvYIKbGme.jpg;Terror, Drama, Fantasía;6.799;100;https://www.themoviedb.org/movie/207686
La Chica del Tren [2016][1080p][4.4 Gb];La chica del tren;TMDB;2016;Rachel (Emily Blunt) es una mujer devastada por su reciente divorcio que dedica cada mañana de camino a su trabajo a fantasear sobre la vida de una pareja aparentemente perfecta que vive en una casa por la que su tren pasa cada día. Pero una mañana Rachel es testigo desde la ventana del tren de un impactante suceso y se ve involucrada en un misterioso y desconcertante caso... Adaptación del best seller homónimo de Paula Hawkins.;https://image.tmdb.org/t/p/original/mGtyNQ7Ioyv1AZ5aSOpL0Jlqwxx.jpg;Crimen, Misterio, Suspense;6.44;112;https://www.themoviedb.org/movie/346685
La Chimera [2023][1080p][1.98 Gb];La quimera;TMDB;2023;Todos tenemos una quimera, algo que deseamos hacer, tener, pero que nunca encontramos. Para la banda de 'tombaroli', los ladrones de antiguas tumbas y de yacimientos arqueológicos, la quimera es soñar con dejar de trabajar y hacerse ricos sin esfuerzo. Para Arthur, la quimera se parece a Benjamina, la mujer a la que perdió. Con tal de encontrarla, Arthur se enfrentará a lo invisible, indagará por todas partes, penetrará en la tierra, decidido a encontrar la puerta que lleva al Más Allá de que hablan los mitos. En su osado recorrido entre vivos y muertos, bosques y ciudades, fiestas y soledades, los destinos de los personajes se cruzan, todos en busca de su quimera.;https://image.tmdb.org/t/p/original/dPg43t9EJuy9ny2iAj6IitktYc5.jpg;Drama, Fantasía, Comedia;7.3;131;https://www.themoviedb.org/movie/837335
La Creación de los Dioses - El Reino de las Tormentas [2023][1080p][5.58 Gb];La creación de los dioses: El reino de las tormentas;TMDB;2023;Una epopeya de fantasía oriental que recrea las prolongadas guerras míticas entre humanos, inmortales y monstruos que tuvieron lugar hace más de tres mil años.;https://image.tmdb.org/t/p/original/p1p3KHxTeKYvZG3KTJYDYSVygJs.jpg;Acción, Fantasía, Bélica;7.073;148;https://www.themoviedb.org/movie/856289
La Dama Y El Vagabundo [2019][1080p][4 Gb];La dama y el vagabundo;TMDB;2019;La historia de amor entre una mimada Cocker Spaniel llamada Reina y un cruzado callejero llamado Golfo. Reina se encuentra en la calle después de que sus dueños tengan un bebé y es salvada de la perrera por Golfo, quien trata de mostrarle que viva su vida libre y sin collar.;https://image.tmdb.org/t/p/original/69f1DVUiK8e9Y1GhShe5Wx33vSe.jpg;Familia, Romance, Comedia;7.163;101;https://www.themoviedb.org/movie/512895
La estación de la felicidad [2020][720p][1.54 Gb];La estación de la felicidad;TMDB;2020;Una mujer que planea pedirle matrimonio a su novia durante las vacaciones anuales con la familia descubre que los conservadores padres de su pareja aún desconocen la orientación sexual de su hija.;https://image.tmdb.org/t/p/original/iWkm5KikTC3kRjc5rGlktSSMHlM.jpg;Romance, Comedia;7.093;102;https://www.themoviedb.org/movie/520172
La Huella del Mal [2025][1080p][4.2 Gb];La huella del mal;TMDB;2025;Durante la visita guiada de un colegio al Centro de Arqueología Experimental (CAREX), unos chavales encuentran el cuerpo de una joven en el lugar donde debería estar la réplica de un enterramiento neandertal. La joven es Eva Santos, una chica del pueblo cercano de Atapuerca, y está muerta. Su cuerpo está desnudo y colocado en posición fetal. Un espeluznante crimen ritual que recuerda a otro ocurrido hace seis años en la misma zona. ¿Habrá regresado el “asesino del yacimiento”, que consiguió escapar hace seis años?;https://image.tmdb.org/t/p/original/o410zKXtZYy2vVBcQJPxzOc9KYc.jpg;Crimen, Misterio, Suspense;5.733;106;https://www.themoviedb.org/movie/1310871
La ira de Dios [2022][720p][310 Mb];La ira de Dios;TMDB;2022;Convencida de que las extrañas muertes de sus familiares fueron orquestadas por un novelista para quien trabajaba, Luciana recurre a un periodista para exponer su verdad.;https://image.tmdb.org/t/p/original/kjDb1UWIJI06vdV9W0Of6f9JD9W.jpg;Suspense, Drama;6.294;98;https://www.themoviedb.org/movie/880313
La Jefa [2022][1080p][1.12 Gb];La jefa;TMDB;2022;Sofía, una ambiciosa trabajadora de una multinacional de moda nupcial, se queda embarazada sin haberlo planeado. Sin familia en España e incapaz de abortar, dadas sus convicciones católicas, Sofía parece abocada a volver a su país y abandonar la prometedora carrera profesional por la que tanto ha luchado. Sin embargo, su jefa, una mujer hecha a sí misma a la que Sofía admira por encima de todo le hace una inusual proposición: Darle el hijo en adopción a ella, y a cambio poder continuar con su promoción dentro de la empresa. Sofía acepta la oferta, sin saber que no todo es como su jefa le ha contado...;https://image.tmdb.org/t/p/original/vxWHaPYXauseKGNhYiWuAHtwoIt.jpg;Drama;5.277;109;https://www.themoviedb.org/movie/946703
La Joven y el Mar [2024][1080p][4.6 Gb];La joven y el mar;TMDB;2024;Esta es la extraordinaria historia real de Trudy Ederle, la primera mujer que cruzó el canal de la Mancha a nado. Gracias al apoyo inquebrantable de su hermana mayor y sus entrenadores, supera todas las adversidades, así como la hostilidad de una sociedad patriarcal, y logra llegar a lo más alto del equipo olímpico de natación y completar con éxito la travesía de 33 kilómetros entre Francia e Inglaterra.;https://image.tmdb.org/t/p/original/oyQXRZD0CHC4sf3lMph3X3cJzSw.jpg;Historia, Drama;7.855;100;https://www.themoviedb.org/movie/774531
La llamada [2017][720p][1.38 Gb];La llamada;TMDB;2017;María y Susana son dos jóvenes que pasan el verano en un campamento de monjas en Segovia, un lugar aislado y rodeado de naturaleza. Pero las chicas quieren divertirse y, como buenas amantes de la fiesta y el electro latino, se van por la noche de ruta por las discotecas cercanas, intentando que las hermanas Bernarda y Milagros no descubran sus salidas. Una noche, tras haberlo dado todo en la pista de baile, a María se le aparece el mismísimo Dios, que tratará de cautivarla con música de Whitney Houston. Mientras ella vive su particular viaje de redescubrimiento, su amiga Susana también experimentará una revelación. Así, las cuatro mujeres harán grandes descubrimientos sobre ellas mismas y el mundo que las rodea.;https://image.tmdb.org/t/p/original/4JTf3ze7IipC66a9cqJtZZt19fy.jpg;Comedia, Romance;6.8;108;https://www.themoviedb.org/movie/426338
La Madre de la Novia [2024][1080p][2.60 Gb];La madre de mi novia;TMDB;2023;Una madre divorciada prepara la Navidad con sus hijos, pero su mundo se complica cuando entabla un romance secreto con el novio de su hija. Entre momentos cómicos y tensiones familiares, esta historia explora el amor, la traición y la redención en una época llena de emociones y sorpresas.;https://image.tmdb.org/t/p/original/yeRgNF9NTsI9KlQGAqXC0yJ255s.jpg;Comedia, Drama, Romance;4.667;111;https://www.themoviedb.org/movie/1111491
La Maldición Roja [2017][1080p][2.84 Gb];The Tag-Along 2;TMDB;2017;Como trabajadora social, Shu-fen está acostumbrada a ver de todo. Sin embargo, su mundo se viene abajo cuando descubre que Ya-ting, su hija de quince años, se ha quedado embarazada. Las cosas empeoran aún más cuando Ya-ting desaparece sin dejar rastro, y esto conduce a a Shu-fen hasta los misterios que rodean la amenazadora figura de “la niña vestida de rojo”, una de las leyendas urbanas más conocidas y temidas en Taiwán.;https://image.tmdb.org/t/p/original/A3TbRVF6nE6OAP4AdPZirfmaKqI.jpg;Terror, Suspense;6.5;108;https://www.themoviedb.org/movie/472746
La Mascara [1994][1080p][3.38 Gb];La máscara;TMDB;1994;Stanley es un ingenuo empleado de banca incapaz de enterarse de cuándo se aprovechan de él, al que su jefe mangonea, al que su casera humilla, y al que solamente su perro parece ser capaz de aguantar. Su amigo Charlie le invita a ir al cabaret Coco Bongo para intentar estimularle y conseguir que espabile, pero antes de que eso ocurra, aparece la bella Tina Carlyle, que entra en el banco para hablar con Stanley y de paso fotografiar la caja fuerte con una mini cámara. Es entonces cuando Stanley encuentra una máscara que le da grandes poderes y que también le quita todos sus miedos: ahora es libre de actuar como quiera.;https://image.tmdb.org/t/p/original/wPgEFEJ8OYmG5s6dAmd37d60mo2.jpg;Comedia, Fantasía, Crimen, Romance;6.989;101;https://www.themoviedb.org/movie/854
La Maternal [2022][1080p][795 Mb];La maternal;TMDB;2022;Contará la difícil y casi tóxica relación entre una madre y su hija Carla. Forzada a ir a un hogar de acogida por los servicios sociales tras quedarse embarazada, Carla dará a luz allí y tendrá que enfrentarse a un mundo de perplejidades, decisiones y situaciones complicadas junto con otras jóvenes madres del centro.;https://image.tmdb.org/t/p/original/3MSSx8RAkBIUPlZa4DpiDq2mxyH.jpg;Drama;7.2;122;https://www.themoviedb.org/movie/884669
La Memoria Infinita [2023][1080p][2.68 Gb];La memoria infinita;TMDB;2023;Augusto y Paulina llevan juntos 25 años. A él le diagnosticaron Alzheimer hace ocho años. Ambos temen el día en que deje de reconocerla.;https://image.tmdb.org/t/p/original/vEptDugaobbwXmAWhv766bI6YTO.jpg;Documental;8.006;85;https://www.themoviedb.org/movie/1032760
La Niña de la Mina [2016][1080p][1.74 Gb];La niña de la mina;TMDB;2016;En Guanajuato, después de que una chica desaparece dentro de una mina, dos expertos en seguridad viajan desde Estados Unidos para realizar una inspección sin sospechar que una oscura leyenda es la responsable de los brutales crímenes cometidos dentro de sus túneles.;https://image.tmdb.org/t/p/original/mFlP4HlqCbtEdUygc8XMYUCvJY8.jpg;Suspense, Terror, Misterio;6.1;82;https://www.themoviedb.org/movie/398702
La novia de América [2023][720p][1 Gb];La novia de América;TMDB;2023;Ana, una joven española a la que su novio acaba de abandonar y Tono (su hermano) reciben una sorprendente noticia: su padre (Pepe) se casa con una mujer que conoció por internet. Deciden viajar a México para asistir a la boda, pero lo que allí encuentran no es lo que se esperaban. Rous, la novia, no solo es más joven que ellos, sino que su numerosa familia mexicana, de un barrio popular y de lo más ruidosa, encabezada por Lupe (la madre), les tiene preparada una bienvenida que no olvidarán en su vida. Sobre todo Ana, que conocerá a Horacio, el irresistible hermano de la novia, un mexicano que es capaz de ponerla muy… muy nerviosa.  Ambas familias tendrán que superar los prejuicios y los choques culturales, para descubrir que el amor puede estar en lo diferente.;https://image.tmdb.org/t/p/original/9v4h3j0zwDDOQasBC2kJPpXVGck.jpg;Comedia, Romance;5.9;108;https://www.themoviedb.org/movie/809363
La Piel que Habito [2011][1080p][3.90 Gb];La piel que habito;TMDB;2011;Desde que su mujer murió quemada en un accidente de coche, el Dr. Ledgard, eminente cirujano plástico, se interesa por la creación de una nueva piel con la que hubiera podido salvarla. Doce años después consigue cultivarla en su laboratorio, aprovechando los avances de la terapia celular. Para ello no dudará en traspasar una puerta hasta ahora terminantemente vedada: la transgénesis con seres humanos. Pero ese no será el único crimen que cometerá...;https://image.tmdb.org/t/p/original/sW6pB4C674TDMhFcBXDbz7L0ppO.jpg;Drama, Terror, Misterio, Suspense;7.487;117;https://www.themoviedb.org/movie/63311
La Sociedad de la Nieve [2023][1080p][2 Gb];La sociedad de la nieve;TMDB;2023;El 13 de octubre de 1972, el vuelo 571 de la Fuerza Aérea Uruguaya, fletado para llevar a un equipo de rugby a Chile, se estrella en un glaciar en el corazón de los Andes.;https://image.tmdb.org/t/p/original/9tkJPQb4X4VoU3S5nqLDohZijPj.jpg;Drama, Historia;7.972;143;https://www.themoviedb.org/movie/906126
La Tribu [2018][720p][830 Mb];La Tribu;TMDB;2018;"La tribu cuenta la historia de Virginia, una mujer trabajadora que recupera el contacto con su hijo Fidel, que fue dado en adopción.  Para disfrutar del tiempo libre, Virginia se ha unido a un grupo de baile de streetdance ('Las Mamis') cuyo ritmo le alegra y anima; además de salir de la monotonía de la vida diaria.  Mientras ambos comienzan a conocerse y crear una unión de madre-hijo, el baile supondrá un nexo entre ellos en el que descubren que más allá de tener en común el parentesco, en la sangre llevan el ritmo.  La tribu es una película de comedia dirigida por Fernando Colomo (Isla bonita, Al sur de Granada) que cuenta con la presencia de Carmen Machi (Pieles, Ocho apellidos vascos) y Paco León (Embarazados, Kiki, el amor se hace) entre otros.";https://image.tmdb.org/t/p/original/pASeM9pyZtqDqTkXD1mNvqqh9hK.jpg;Comedia;6.3;95;https://www.themoviedb.org/movie/504345
La Vida es Bella [1997][1080p][4.31 Gb];La vida es bella;TMDB;1997;En 1939, a punto de estallar la Segunda Guerra Mundial (1939-1945), el extravagante Guido llega a Arezzo, en la Toscana, con la intención de abrir una librería. Allí conoce a la encantadora Dora y, a pesar de que es la prometida del fascista Rodolfo, se casa con ella y tiene un hijo. Al estallar la guerra, los tres son internados en un campo de exterminio, donde Guido hará lo imposible para hacer creer a su hijo que la terrible situación que están padeciendo es tan sólo un juego.;https://image.tmdb.org/t/p/original/aZ7MFlKPfB02Lr9NwZQ4vsYRgcy.jpg;Comedia, Drama;8.438;117;https://www.themoviedb.org/movie/637
La Vida Loca [2008][720p][986 Mb];La Vida Loca;TMDB;2008;Documental sobre la Mara 18 y, colateralmente, sobre su enconada rival, la Mara Salvatrucha, bandas creadas a partir de modelos surgidos en la ciudad de Los Ángeles, que siembran el terror en El Salvador. Una historia de una imaginería contemporánea creada en un mundo globalizado y que describe los orígenes de uno de los probables mitos fundadores del crimen organizado. Por último, como dato trágico y escalofriante, su director, Christian Poveda, fue asesinado de un tiro en la cabeza en septiembre del 2009 por un miembro de las maras.;https://image.tmdb.org/t/p/original/qTkDaWINi3RtB8FlJ6s8ytJKfTH.jpg;Documental;6.348;90;https://www.themoviedb.org/movie/25168
La Vida Sigue Igual [1969][720p][1.35 Gb];La vida sigue igual;TMDB;1969;Un prometedor guardameta del Real Madrid ve su oportunidad cuando su compañero sufre una lesión y es convocado para sustituirle. Pero la desgracia se cebará con él cuando un inoportuno accidente de coche le daña la columna y se ve obligado a renunciar al que tenía que ser el partido de su vida. Cansado de tanta mala suerte, se retira a un hotel de la costa, donde el azar le subirá a los escenarios.;https://image.tmdb.org/t/p/original/4kPgXHUlsZ84CsNgOvyz0cLDIDi.jpg;Drama, Música;6.81;91;https://www.themoviedb.org/movie/130457
La Vie en Rose [2007][720p][991 Mb];La vida en rosa;TMDB;2007;Biografía de la famosa cantante francesa Edith Piaf (1915-1963): su infancia, su adolescencia y su ascensión a la gloria. De los barrios bajos de París al éxito de Nueva York, la vida de Edith Piaf fue una lucha por sobrevivir y amar. Creció en medio de la pobreza, pero su voz mágica y sus apasionados romances y amistades con las grandes personalidades de la época (Yves Montand, Jean Cocteau, Charles Aznavour, Marlene Dietrich, Marcel Cerdan) hicieron de ella una estrella mundial.;https://image.tmdb.org/t/p/original/95OY2RFI2eKFRXdrJHnxdFKRYn.jpg;Música, Drama;7.371;140;https://www.themoviedb.org/movie/1407
La Viuda Negra [2025][1080p][2.7 Gb];La viuda negra;TMDB;2025;Cuando un hombre aparece muerto, la investigación del caso desbarata la imagen perfecta de su esposa y pone al descubierto su doble vida en este thriller basado en hechos reales.;https://image.tmdb.org/t/p/original/tgmNdAQvLxLcSni35oP0nd8W3bq.jpg;Suspense, Misterio;6.244;120;https://www.themoviedb.org/movie/1397832
Labor Day [2013][720p][912 mb];Una vida en tres días;TMDB;2013;Ambientada en los años ochenta, la película cuenta la historia de Henry Wheeler, un chico de 13 años que vive en New Hampshire con su madre Adele. Ella está divorciada, hecho que le ha provocado una profunda depresión además de agorofobia, por lo que casi siempre está recluida en casa. Henry, además de estar pasando el complicado trance de la adolescencia, tiene que cuidar de su madre.  Es jueves, y ese mismo fin de semana se celebra el Día del Trabajo, aunque para Henry no tiene nada de especial. Piensa que va a ser un fin de semana más del verano cuya única distracción será quedarse en casa junto a su madre. Pero algo diferente está por llegar.;https://image.tmdb.org/t/p/original/tl1ZFQk80Ic0vwWHxMruekJHeJ.jpg;Drama, Romance, Suspense;7.06;111;https://www.themoviedb.org/movie/130150
Lady Bird [2017][1080p][4.3 Gb];Lady Bird;TMDB;2017;Una joven estudiante que se hace llamar Lady Bird (Saoirse Ronan) se muda al norte de California para pasar allí su último año de instituto. La joven, con inclinaciones artísticas y que sueña con vivir en la costa Este, tratará de ese modo encontrar su propio camino y definirse fuera de la sombra protectora de su madre (Laurie Metcalf).;https://image.tmdb.org/t/p/original/kfst6DxzGXbdibQPawxQSSuDh09.jpg;Drama, Comedia;7.25;94;https://www.themoviedb.org/movie/391713
Lady Chatterley's Lover [2022][1080p][2.30 Gb];El amante de Lady Chatterley;TMDB;2022;Adaptación de la novela de D.H. Lawrence sobre una mujer que rompe con las formas y tradiciones de su tiempo cuando se desenamora de su marido y comienza una tórrida aventura con un hombre que trabaja en su finca inglesa.;https://image.tmdb.org/t/p/original/6N5UH8fn7bJJKXXfGDdNikwoY33.jpg;Drama, Romance;6.7;126;https://www.themoviedb.org/movie/814338
Ladyhawke [1985][1080p][4 Gb];Lady Halcón;TMDB;1985;En una época de magia y aventuras, una leyenda heroica y sobrenatural relata la diabólica venganza del Obispo de Aquila que a consecuencia de una traición, jura impedir el amor de Navarre e Isabel. Apoderándose de las fuerzas del mal, lanza sobre la pareja un terrible hechizo: ella se convertirá en halcón durante el día y él en un acechante lobo gris por la noche... Eternamente unidos y separados, encontrarán un aliado en la persona de Philippe que les ayudará a conjurar la maldición del obispo.;https://image.tmdb.org/t/p/original/4pzFDJCNuLweXkW2i0occEHnaB7.jpg;Aventura, Comedia, Fantasía;7.0;121;https://www.themoviedb.org/movie/526
Lagaan- Once Upon a Time in India [2001][1080p][3.81 Gb];Lagaan: Érase una vez en la India;TMDB;2001;Durante la ocupación inglesa de la India, los habitantes de una pequeña aldea se resisten a pagar el impuesto que los oficiales británicos han doblado. Ante las protestas deciden resolver el conflicto jugando un partido de cricket: si ganan los campesinos, se les exonerará de las tasas.;https://image.tmdb.org/t/p/original/z82yWJJ6MJzBjGMfioNcs3KnY5U.jpg;Aventura, Drama, Historia;7.252;224;https://www.themoviedb.org/movie/19666
Lamborghini - The Man Behind the Legend [2022][1080p][1.84 Gb];Lamborghini: El hombre detrás de la leyenda;TMDB;2022;Sigue el lanzamiento de la carrera de Lamborghini como fabricante de tractores, creador de vehículos militares durante la Segunda Guerra Mundial y diseñador de automóviles Lamborghini, que lanzó en 1963 como la empresa de automóviles deportivos de alta gama Automobili Lamborghini.;https://image.tmdb.org/t/p/original/lFU87NOeh6l4eos0Ahgigp6rL4P.jpg;Drama, Historia;6.429;96;https://www.themoviedb.org/movie/457232
Land of Bad [2024][1080p][3.62 Gb];Misión hostil;TMDB;2024;Kinney, un controlador de apoyo aéreo con poca experiencia, se incorpora a un equipo Delta Force en una misión en Filipinas. Cuando el equipo queda atrapado sin armas, las oportunidades de sobrevivir dependen de la habilidad de Reaper, un piloto de drones de las Fuerzas Aéreas.;https://image.tmdb.org/t/p/original/syKwepJwzvoYhPLBfUy4YYSrstr.jpg;Acción, Bélica, Suspense;7.246;113;https://www.themoviedb.org/movie/969492
Land of the Dead [2005][1080p][3 5 Gb];La tierra de los muertos vivientes;TMDB;2005;En el mundo actual, los muertos vivientes ocupan una tierra desértica mientras intentan llevar una vida normal a las afueras de una ciudad fortificada. Un día se rebelan y deciden atacar la urbe.;https://image.tmdb.org/t/p/original/bLFow6tnwCZ2LPiUbSu94V8klpl.jpg;Terror, Ciencia ficción, Suspense;6.259;93;https://www.themoviedb.org/movie/11683
Lara Croft - Tomb Raider [2001][1080p][3 Gb];Lara Croft: Tomb Raider;TMDB;2001;Explorar imperios perdidos, descubrir tesoros de incalculable valor, castigar a los malvados en combates a vida o muerte… todo forma parte de un día de trabajo para la aventurera Lara Croft. Pero un secreto del pasado de su padre va a llevar a Lara a su desafío más grande: el Triángulo de la Luz, un legendario artefacto con el poder de alterar el espacio y el tiempo. Lara ha de encontrar el Triángulo antes de que caiga en poder de los Illuminati, una sociedad secreta dispuesta a dominar el mundo. Para detener a los Illumitati, Lara ha de sobrevivir a una auténtica cacería a través del planeta, repleta de inimaginables peligros.;https://image.tmdb.org/t/p/original/gIv9ur6A76vOcAmC6fZ3MsoLji4.jpg;Aventura, Acción, Fantasía;5.915;105;https://www.themoviedb.org/movie/1995
Lara Croft Tomb Raider - The Cradle of Life [2003][1080p][3 Gb];Lara Croft: Tomb Raider - La cuna de la vida;TMDB;2003;"Enfrentándose a nuevos y mayores peligros y desafíos, Lara Croft muestra sus poderes físicos en otra trepidante aventura. La intrépida heroína viajará a un templo sumergido bajo el agua en busca de la legendaria ""Caja de Pandora"", pero antes de que llegue, un banda de criminales chinos, liderados por Chen Lo, consigue apoderarse del preciado objeto. Lara tendrá que detenerlos antes de que lo usen con fines maléficos.";https://image.tmdb.org/t/p/original/lMZRhXuZyNEpohTui1VpSsmsq63.jpg;Aventura, Acción, Fantasía;5.76;118;https://www.themoviedb.org/movie/1996
Las brujas de zugarramurdi [2013][720p][1.36 Gb];Las brujas de Zugarramurdi;TMDB;2013;Tras cometer un atraco, dos hombres desesperados huyen perseguidos por la policía y por la exmujer de uno de ellos. Se adentran en los bosques impenetrables de la Navarra profunda cayendo en las garras de una horda de mujeres enloquecidas que se alimentan de carne humana.;https://image.tmdb.org/t/p/original/ujY3b20uM3FYOiRj7T0KdMACQf9.jpg;Comedia, Terror;6.372;109;https://www.themoviedb.org/movie/179538
Las Ocho Montañas [2022][1080p][3.15 Gb];Las ocho montañas;TMDB;2022;Pietro es un chico de ciudad, Bruno es el último niño de una localidad de montaña olvidada. Con el paso de los años, Bruno se mantiene fiel a su montaña, mientras que Pietro viene y va. Sus experiencias le harán enfrentarse al amor y a la pérdida, recordándoles sus orígenes y abriendo paso al destino.;https://image.tmdb.org/t/p/original/k005afxR9TZSFRcFN5XiPEjNQ8C.jpg;Drama;7.6;147;https://www.themoviedb.org/movie/803700
Las Pequeñas Cosas [2024][1080p][3.62 Gb];Las pequeñas cosas;TMDB;2024;Raquel, que ya no cree en el amor, se reencuentra con Mateo, su amigo de la infancia, que desafiará sus prejuicios.;https://image.tmdb.org/t/p/original/5acAWyCPxAR7Q2s3sPEGiwkIjiw.jpg;Drama;8.292;90;https://www.themoviedb.org/movie/1247227
Last Chance Harvey [2008][1080p][1.01 Gb];Nunca es tarde para enamorarse;TMDB;2008;Estando en Londres para la boda de su hija, Harvey Shine, pierde el avión a Nueva York, y por lo tanto pierde su trabajo. Mientras ahoga sus penas en el bar del aeropuerto, Harvey conoce a Kate, una empleada del gobierno británico atrapada en un ciclo sin fin de trabajo, llamadas telefónicas de su madre, y citas a ciegas. Inmediatamente se crea un vínculo entre este par de infelices, que pronto verán llegar el amor.;https://image.tmdb.org/t/p/original/tfzXz3EJaiiz6dfoir3uoFo7JNq.jpg;Drama, Romance;6.298;99;https://www.themoviedb.org/movie/16409
Last Man Down [2021][1080p][2.06 Gb];El último superviviente;TMDB;2021;Después de que la civilización sucumbe a una pandemia mortal y su esposa es asesinada, un soldado de las fuerzas especiales abandona su deber y se convierte en un ermitaño en el desierto nórdico. Años más tarde, una mujer herida aparece en su puerta. Ella escapó de un laboratorio y sus perseguidores creen que su sangre es la clave para una cura mundial. Él duda en involucrarse, pero todas las dudas se hacen a un lado cuando descubre que su perseguidor no es otro que el Comandante Stone, el hombre que asesinó a su esposa hace algunos años.;https://image.tmdb.org/t/p/original/bWifGZF9fkJ83zOVHPGaN4ZL2pQ.jpg;Acción, Suspense, Misterio;6.174;87;https://www.themoviedb.org/movie/860623
Last Summer [2023][1080p][2.28 Gb];Last Summer;TMDB;2023;;https://image.tmdb.org/t/p/original/bEynfOlqpzysCt8VBPGOcbbyNvW.jpg;Animación, Música;0.0;7;https://www.themoviedb.org/movie/1034913
Late Night With the Devil [2024][1080p][1.80 Gb];El último late night;TMDB;2024;En la noche de Halloween de 1977, el caos se desata cuando el presentador Jack Delroy entrevista a una parapsicóloga y a una joven adolescente que es la única superviviente de una matanza masiva en una iglesia satánica.;https://image.tmdb.org/t/p/original/gNQEgx5xoobcigMOmFkWDQR42zM.jpg;Terror;7.109;93;https://www.themoviedb.org/movie/938614
